"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,85.8,,
"ISR","Israel","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,85.5,,
"SVN","Slovenia","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,64,,
"SVN","Slovenia","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,64.6,,
"SVN","Slovenia","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,68.6,,
"SVN","Slovenia","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,70,,
"SVN","Slovenia","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,71,,
"SVN","Slovenia","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,49.2,,
"SVN","Slovenia","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,53.2,,
"SVN","Slovenia","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,53.8,,
"SVN","Slovenia","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,56.6,,
"SVN","Slovenia","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,55.3,,
"SVN","Slovenia","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,68.7,,
"SVN","Slovenia","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,66.3,,
"SVN","Slovenia","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.4,,
"SVN","Slovenia","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,72.9,,
"SVN","Slovenia","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,74.9,,
"SVN","Slovenia","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,74.4,,
"SVN","Slovenia","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,78.6,,
"SVN","Slovenia","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,81,,
"SVN","Slovenia","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,79.8,,
"SVN","Slovenia","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,82.3,,
"AUS","Australia","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,77.2,,
"AUS","Australia","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,77.6,,
"AUS","Australia","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,78.1,,
"AUS","Australia","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.6,,
"AUS","Australia","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.3,,
"AUT","Austria","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,77.4,,
"AUT","Austria","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,78.2,,
"AUT","Austria","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,78.7,,
"AUT","Austria","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,79.3,,
"AUT","Austria","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.5,,
"AUT","Austria","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,53.8,,
"AUT","Austria","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,56.1,,
"AUT","Austria","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,55.8,,
"AUT","Austria","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,54.6,,
"AUT","Austria","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,55.5,,
"AUT","Austria","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,76.7,,
"AUT","Austria","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,76.8,,
"AUT","Austria","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,77.5,,
"AUT","Austria","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,78.4,,
"AUT","Austria","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,78.4,,
"AUT","Austria","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,88,,
"AUT","Austria","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,89.1,,
"AUT","Austria","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,88.9,,
"AUT","Austria","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,89.4,,
"AUT","Austria","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,89,,
"BEL","Belgium","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,73.3,,
"BEL","Belgium","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,73.9,,
"BEL","Belgium","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74.7,,
"BEL","Belgium","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.5,,
"BEL","Belgium","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.8,,
"BEL","Belgium","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.6,,
"BEL","Belgium","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,48,,
"BEL","Belgium","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,49.1,,
"BEL","Belgium","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,48,,
"BEL","Belgium","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,50.7,,
"BEL","Belgium","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,74.2,,
"BEL","Belgium","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,75,,
"BEL","Belgium","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74.7,,
"BEL","Belgium","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,76.1,,
"BEL","Belgium","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,77,,
"BEL","Belgium","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,86.8,,
"BEL","Belgium","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,87.5,,
"BEL","Belgium","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,88.4,,
"BEL","Belgium","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.3,,
"BEL","Belgium","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,89.2,,
"CZE","Czech Republic","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,78,,
"CZE","Czech Republic","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,79.8,,
"CZE","Czech Republic","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,81.5,,
"CZE","Czech Republic","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,82.3,,
"CZE","Czech Republic","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,82.7,,
"CZE","Czech Republic","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,40,,
"CZE","Czech Republic","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,47.5,,
"CZE","Czech Republic","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,49.9,,
"CZE","Czech Republic","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,50.3,,
"CZE","Czech Republic","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,55.4,,
"CZE","Czech Republic","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,79.4,,
"CZE","Czech Republic","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,80.9,,
"CZE","Czech Republic","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,82.2,,
"CZE","Czech Republic","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83.2,,
"CZE","Czech Republic","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,83.9,,
"CZE","Czech Republic","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,85.2,,
"CZE","Czech Republic","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,85.1,,
"CZE","Czech Republic","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.5,,
"CZE","Czech Republic","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,87.7,,
"CZE","Czech Republic","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,85.9,,
"DNK","Denmark","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,80.2,,
"DNK","Denmark","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,81,,
"DNK","Denmark","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,80.9,,
"DNK","Denmark","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,82.1,,
"DNK","Denmark","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,81.6,,
"DNK","Denmark","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,62.5,,
"DNK","Denmark","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,65.1,,
"DNK","Denmark","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,63.8,,
"DNK","Denmark","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,63.9,,
"DNK","Denmark","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,61.9,,
"DNK","Denmark","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,81.8,,
"DNK","Denmark","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,82.6,,
"DNK","Denmark","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,82.5,,
"DNK","Denmark","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83.7,,
"DNK","Denmark","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,83.4,,
"DNK","Denmark","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.9,,
"DNK","Denmark","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,87.6,,
"DNK","Denmark","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.7,,
"DNK","Denmark","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.8,,
"DNK","Denmark","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,88.8,,
"FIN","Finland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,75.4,,
"FIN","Finland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,75.8,,
"FIN","Finland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,76.3,,
"FIN","Finland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.8,,
"FIN","Finland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.5,,
"FIN","Finland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,53.3,,
"FIN","Finland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,52.5,,
"FIN","Finland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,52.9,,
"FIN","Finland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,54,,
"FIN","Finland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,56.4,,
"FIN","Finland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73,,
"FIN","Finland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,73.3,,
"FIN","Finland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74.1,,
"FIN","Finland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,75.6,,
"FIN","Finland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,76.4,,
"FIN","Finland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,83.6,,
"FIN","Finland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,83.5,,
"FIN","Finland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,84.2,,
"FIN","Finland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,87.1,,
"FIN","Finland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,86.8,,
"FRA","France","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,73.8,,
"FRA","France","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,74.4,,
"FRA","France","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74.7,,
"FRA","France","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75,,
"FRA","France","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,75.9,,
"FRA","France","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,53,,
"FRA","France","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,53.8,,
"FRA","France","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,54.1,,
"FRA","France","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,52.8,,
"FRA","France","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,54.7,,
"FRA","France","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.6,,
"FRA","France","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,74.2,,
"FRA","France","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,73.5,,
"FRA","France","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74.3,,
"FRA","France","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,73.6,,
"FRA","France","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,86.1,,
"FRA","France","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.5,,
"FRA","France","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87,,
"FRA","France","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,86.3,,
"FRA","France","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.8,,
"DEU","Germany","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,81.2,,
"DEU","Germany","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,82.2,,
"DEU","Germany","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,83.2,,
"DEU","Germany","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,83.7,,
"DEU","Germany","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,84.3,,
"DEU","Germany","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,58.4,,
"DEU","Germany","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,59.9,,
"DEU","Germany","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,61.3,,
"DEU","Germany","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,62.5,,
"DEU","Germany","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,62.8,,
"DEU","Germany","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,80.4,,
"DEU","Germany","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,81.6,,
"DEU","Germany","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,82.4,,
"DEU","Germany","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83,,
"DEU","Germany","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,83.6,,
"DEU","Germany","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,90.1,,
"DEU","Germany","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,90.3,,
"DEU","Germany","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,91.1,,
"DEU","Germany","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,90.9,,
"DEU","Germany","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,91.4,,
"GRC","Greece","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,57.9,,
"GRC","Greece","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,59.4,,
"GRC","Greece","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,61,,
"GRC","Greece","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,63,,
"GRC","Greece","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,65,,
"GRC","Greece","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,47,,
"GRC","Greece","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,46.4,,
"GRC","Greece","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,48.4,,
"GRC","Greece","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49.6,,
"GRC","Greece","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,49.5,,
"GRC","Greece","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,56.8,,
"GRC","Greece","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,58.7,,
"GRC","Greece","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,59.9,,
"GRC","Greece","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,61.5,,
"GRC","Greece","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,63.5,,
"GRC","Greece","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,69.4,,
"GRC","Greece","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,71.1,,
"GRC","Greece","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,72.7,,
"GRC","Greece","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,75,,
"GRC","Greece","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71.6,,
"HUN","Hungary","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.7,,
"HUN","Hungary","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,77.9,,
"HUN","Hungary","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,47.9,,
"HUN","Hungary","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,51.4,,
"HUN","Hungary","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,54.7,,
"HUN","Hungary","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,56.6,,
"HUN","Hungary","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,56.5,,
"HUN","Hungary","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.7,,
"HUN","Hungary","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,76,,
"HUN","Hungary","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,77.5,,
"HUN","Hungary","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,78.4,,
"HUN","Hungary","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,79.9,,
"HUN","Hungary","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,83.1,,
"HUN","Hungary","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,84.9,,
"HUN","Hungary","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,85.2,,
"HUN","Hungary","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,85.9,,
"HUN","Hungary","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,85.7,,
"ISL","Iceland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,87.5,,
"ISL","Iceland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,88.5,,
"ISL","Iceland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,88,,
"ISL","Iceland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,87.2,,
"ISL","Iceland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,86.8,,
"ISL","Iceland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,78.4,,
"ISL","Iceland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,77.7,,
"ISL","Iceland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,76.1,,
"ISL","Iceland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,76.3,,
"ISL","Iceland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,76,,
"ISL","Iceland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,88.9,,
"ISL","Iceland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,89.1,,
"ISL","Iceland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,89.6,,
"ISL","Iceland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,87.3,,
"ISL","Iceland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,87,,
"ISL","Iceland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,92.4,,
"ISL","Iceland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,94,,
"ISL","Iceland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,93.2,,
"ISL","Iceland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,92.9,,
"ISL","Iceland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,91.9,,
"IRL","Ireland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71.1,,
"IRL","Ireland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,72.1,,
"IRL","Ireland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74.1,,
"IRL","Ireland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.4,,
"IRL","Ireland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.3,,
"IRL","Ireland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.6,,
"IRL","Ireland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,49.3,,
"IRL","Ireland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,51.1,,
"IRL","Ireland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,52.1,,
"IRL","Ireland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,53,,
"IRL","Ireland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.7,,
"IRL","Ireland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.4,,
"IRL","Ireland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,72.4,,
"IRL","Ireland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74,,
"IRL","Ireland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,75,,
"IRL","Ireland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,84.8,,
"IRL","Ireland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,85.2,,
"IRL","Ireland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,86.6,,
"IRL","Ireland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,86.9,,
"IRL","Ireland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.3,,
"ITA","Italy","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,63.6,,
"ITA","Italy","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,64.6,,
"ITA","Italy","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,65.4,,
"ITA","Italy","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,66,,
"ITA","Italy","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,66.5,,
"ITA","Italy","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.6,,
"ITA","Italy","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,49.4,,
"ITA","Italy","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,49.9,,
"ITA","Italy","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,50.4,,
"ITA","Italy","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,50.6,,
"ITA","Italy","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,70.6,,
"ITA","Italy","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.1,,
"ITA","Italy","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,71.5,,
"ITA","Italy","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,71.5,,
"ITA","Italy","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,72.1,,
"ITA","Italy","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,79.6,,
"ITA","Italy","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,81.2,,
"ITA","Italy","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,81.9,,
"ITA","Italy","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,82.2,,
"ITA","Italy","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,82.7,,
"LUX","Luxembourg","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,74.1,,
"LUX","Luxembourg","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,75.3,,
"LUX","Luxembourg","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,73.8,,
"LUX","Luxembourg","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,73.9,,
"LUX","Luxembourg","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,74.7,,
"LUX","Luxembourg","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,56.2,,
"LUX","Luxembourg","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,54.8,,
"LUX","Luxembourg","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,51.2,,
"LUX","Luxembourg","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,54.7,,
"LUX","Luxembourg","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,54.6,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.6,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,75.7,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,75.2,,
